track.name,Song_title.x,Artist,Genre,file_name,song_id,danceability,energy,key,key_name,loudness,mode,mode_name,speechiness,acousticness,instrumentalness,liveness,valence,valence_1000songs,std_valence_1000songs,arousal_1000songs,std_arousal_1000songs,tempo,track.id,track.preview_url,track.uri
NA,Maia,Kreng,Jazz,745.mp3,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0.69921,4.2,1.1353,NA,NA,NA,NA
NA,My Blackbirds Are Bluebirds Now,The Moonlighters,Jazz,746.mp3,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2.0111,3.7,1.8288,NA,NA,NA,NA
NA,bruch,Stephan Siebert-auf,Jazz,747.mp3,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.2867,3.6,1.4298,NA,NA,NA,NA
NA,Night City,Dirty Beaches,Jazz,748.mp3,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.6465,5.1,2.0248,NA,NA,NA,NA
NA,Street Song  Honga,Ben Holmes and Patrick Farrell,Jazz,750.mp3,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2.0028,5.3,2.1108,NA,NA,NA,NA
NA,Lips,Plurabelle,Pop,756.mp3,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,0.78881,5.9,1.9692,NA,NA,NA,NA
NA,Ou Inme,ghostandthesong,Pop,758.mp3,758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.1005,4.8,1.9889,NA,NA,NA,NA
NA,kirblooey,Windom Earle,Pop,767.mp3,767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.52705,5.2,1.3166,NA,NA,NA,NA
NA,Chaos,AMANDA,Pop,769.mp3,769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.1602,6.2,1.7512,NA,NA,NA,NA
NA,The Island Song,U.S. Girls,Pop,773.mp3,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2.1108,4.5,1.8409,NA,NA,NA,NA
NA,What Circle Where,Macaw,Pop,779.mp3,779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.4944,2.8,1.5492,NA,NA,NA,NA
NA,Gay_Bar_videogame,The Wildbunch,Pop,780.mp3,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.6193,5.8,1.4757,NA,NA,NA,NA
NA,Le Gateau Au Yaourt,Benjamin Bret,Pop,784.mp3,784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.4181,4.7,1.767,NA,NA,NA,NA
NA,Ride The Tide,coverclub.nl-Schotel van de Dag,Pop,787.mp3,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1.7029,6.1,1.912,NA,NA,NA,NA
NA,West Bank,Lezet,Pop,791.mp3,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.7764,2.7,1.3375,NA,NA,NA,NA
NA,Window #3,Two Bicycles,Pop,794.mp3,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.1353,2.5,1.0801,NA,NA,NA,NA
NA,Simon Cowell,Ergo Phizmiz,Pop,795.mp3,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.1785,2.2,1.0328,NA,NA,NA,NA
NA,Ghost Transference,Learning Music,Pop,796.mp3,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.9692,5.2,2.3944,NA,NA,NA,NA
NA,Sunday Lovers,Monday Night Fever,Pop,797.mp3,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.9551,4.9,2.2336,NA,NA,NA,NA
NA,Waha,Casetofoane,Pop,798.mp3,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.8529,6.5,1.5092,NA,NA,NA,NA
NA,Cinq,Les Oreilles-Quarante,Pop,800.mp3,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.9579,4.5,1.7159,NA,NA,NA,NA
NA,Birthday Cake,Jahzzar,Pop,804.mp3,804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,0.63246,6.9,1.1005,NA,NA,NA,NA
NA,Son Of A Systems Engineer Manager,Keshco,Pop,805.mp3,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,1.4337,2.2,1.0328,NA,NA,NA,NA
NA,Christmas Day With Me,coverclub.nl-Laura Vane & the Vipertones,Pop,806.mp3,806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1.8974,6.4,1.7764,NA,NA,NA,NA
NA,Ftgrr,Björn & Gorden,Pop,807.mp3,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,0.97183,4.8,1.6865,NA,NA,NA,NA
NA,El barzón,Los Amparito,Pop,810.mp3,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,0.69921,6.5,1.6499,NA,NA,NA,NA
NA,Tourist Shooting Tar Balls,Party People in a Can,Pop,811.mp3,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.4491,4.1,1.5239,NA,NA,NA,NA
NA,re bitterfly,etc.,Pop,814.mp3,814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.7029,6.1,1.4491,NA,NA,NA,NA
NA,LightLivid,Plurabelle,Pop,815.mp3,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,0.99443,5.5,1.6499,NA,NA,NA,NA
NA,Tilly's Punctured Romancer,Ergo Phizmiz,Pop,819.mp3,819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.4944,4,1.9437,NA,NA,NA,NA
NA,Wallflower,Plurabelle,Pop,820.mp3,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.4298,6.4,1.5055,NA,NA,NA,NA
NA,I Keep My Soul Alive with Different Kinds of Germs,FAVORS,Pop,825.mp3,825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.2517,4.1,2.331,NA,NA,NA,NA
NA,I'll Keep It With Mine,Dean & Britta,Pop,826.mp3,826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.4181,4,1.633,NA,NA,NA,NA
NA,Talk to me,Jahzzar,Pop,829.mp3,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.4337,2.3,1.0593,NA,NA,NA,NA
NA,Enel,Casetofoane,Pop,830.mp3,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.5239,5.3,1.567,NA,NA,NA,NA
NA,Electrohood,Casetofoane,Pop,831.mp3,831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,0.78881,5.2,1.2293,NA,NA,NA,NA
NA,Rocky 5000,Casetofoane,Pop,833.mp3,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.2293,5,1.633,NA,NA,NA,NA
NA,Fly By Night,Keshco,Pop,834.mp3,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.8886,4.7,1.8288,NA,NA,NA,NA
NA,Memories Are Made of This,The Scallions,Pop,836.mp3,836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2.0028,7.1,1.1972,NA,NA,NA,NA
NA,Fun With Petroleum,Ergo Phizmiz,Pop,839.mp3,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.8379,5.7,1.4181,NA,NA,NA,NA
NA,Nicotine Blues,Kurt Vile,Pop,841.mp3,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.2517,4.2,1.4757,NA,NA,NA,NA
NA,Wizball,Gustav Taxén,Pop,844.mp3,844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.2649,3.8,2.0976,NA,NA,NA,NA
NA,The Great Giana Sisters (Piano cover),Christian Vestergaard,Pop,845.mp3,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.8257,5.1,1.9692,NA,NA,NA,NA
NA,High Buildings,Flora,Pop,846.mp3,846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.1785,6,1.1547,NA,NA,NA,NA
NA,Eating Baby Lions Nightmare,Shirley and Spinoza-Half,Pop,848.mp3,848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.1595,2.2,1.3984,NA,NA,NA,NA
NA,Strange Things,Ergo Phizmiz,Pop,850.mp3,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7778,0.97183,3.3333,1.9365,NA,NA,NA,NA
NA,Etam Etamski,How How-Tetrolux,Pop,851.mp3,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.075,5,0.8165,NA,NA,NA,NA
NA,Erebus (piano),Andrea Baroni,Pop,852.mp3,852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,2.1628,4.5,1.5811,NA,NA,NA,NA
NA,2,The Family Simpson,Pop,855.mp3,855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.4337,2.9,1.9692,NA,NA,NA,NA
NA,Trick Pony (Live @ KEXP),Charlotte Gainsbourg,Pop,857.mp3,857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,2.0575,4.9,1.9692,NA,NA,NA,NA
NA,Alive,Jahzzar,Pop,858.mp3,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.3214,4.4,2.1187,NA,NA,NA,NA
NA,Delta,Moonove,Pop,859.mp3,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.1318,3.6,2.1187,NA,NA,NA,NA
NA,Señor Bomba,MrJuan,Pop,860.mp3,860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.3375,6.6,0.96609,NA,NA,NA,NA
NA,The End of Time,Computer Magic,Pop,863.mp3,863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.0541,6.4,1.1738,NA,NA,NA,NA
NA,Polaroid,Jahzzar,Pop,864.mp3,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.1005,5.7,1.1595,NA,NA,NA,NA
NA,Basket Ball Get Your Groove Back (Live @ KEXP),Deerhoof,Pop,866.mp3,866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.6633,5.8,1.2293,NA,NA,NA,NA
NA,Saudades,Duda Nunes,Pop,867.mp3,867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2.1213,5.8,1.9322,NA,NA,NA,NA
NA,cuts&bruises,Plurabelle,Pop,869.mp3,869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,2.0248,2.6,1.7764,NA,NA,NA,NA
NA,Ticking Away,Cranston,Pop,872.mp3,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.9003,3.4,1.7127,NA,NA,NA,NA
NA,Summer Song (Instrumental),YACHT,Pop,873.mp3,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.8165,6.8,1.0328,NA,NA,NA,NA
NA,Kopeika,et_,Rock,876.mp3,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.767,6.3,2.3118,NA,NA,NA,NA
NA,Stance Gives You Balance,Hogan Grip,Rock,880.mp3,880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.7512,4.9,2.2336,NA,NA,NA,NA
NA,The last ones,Jahzzar,Rock,882.mp3,882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.5492,5.3,1.767,NA,NA,NA,NA
NA,Happening for Lulu,Kraus,Rock,887.mp3,887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.5055,5.1,1.7288,NA,NA,NA,NA
NA,The Beach! The Beach!,Holy Coast,Rock,890.mp3,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.767,3.6,1.6465,NA,NA,NA,NA
NA,Jupiter The Blue,Gillicuddy,Rock,891.mp3,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.0801,3.4,1.5055,NA,NA,NA,NA
NA,North Sea Radio,Paneye,Rock,892.mp3,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1.1972,3.9,2.1318,NA,NA,NA,NA
NA,Blackroad,Tyrannic Toy,Rock,893.mp3,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,2.1628,7.3,1.9465,NA,NA,NA,NA
NA,arriba,reed blue & exteenager,Rock,897.mp3,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.4181,4.9,1.4491,NA,NA,NA,NA
NA,No,Room For A Ghost,Rock,898.mp3,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2.0138,6.4,2.0111,NA,NA,NA,NA
NA,One Man And His Piano,Linus Akesson,Rock,899.mp3,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1.6364,5.3,1.8886,NA,NA,NA,NA
NA,Naramiddu poita (feat,Arrogalla remixes Dadub,Rock,902.mp3,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.6364,7,0.8165,NA,NA,NA,NA
NA,Wild Eyes (live @ WFMU),Vivian Girls,Rock,903.mp3,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.2649,5.9,1.1972,NA,NA,NA,NA
NA,Something In the Woods,krackatoa,Rock,904.mp3,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.8135,5.7,1.2517,NA,NA,NA,NA
NA,You Can't Have It   Shinjuku Birdwalk,Karen Cooper Complex,Rock,908.mp3,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.7288,5.5,1.1785,NA,NA,NA,NA
NA,Exotica,Juanitos,Rock,909.mp3,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2.3214,6,2,NA,NA,NA,NA
NA,Utopia (instrumental),YACHT,Rock,910.mp3,910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1.8379,7,1.633,NA,NA,NA,NA
NA,Jungle Law,Original Innocence,Rock,911.mp3,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.5635,7.1,1.2867,NA,NA,NA,NA
NA,Untitled 06,Mountain Cult,Rock,913.mp3,913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.6364,4.8,2.044,NA,NA,NA,NA
NA,Everything Is Changing,Noi,Rock,915.mp3,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.6193,5,2,NA,NA,NA,NA
NA,Sambarama,Juanitos,Rock,921.mp3,921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.3703,5.9,1.1972,NA,NA,NA,NA
NA,Strange Italian Song,Juanitos,Rock,924.mp3,924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.4757,5.4,1.8974,NA,NA,NA,NA
NA,Flying Alaska V,Everlone,Rock,926.mp3,926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.0801,4,1.6997,NA,NA,NA,NA
NA,the  13 O' Clock in the Morning,Waiters,Rock,928.mp3,928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.8856,5,2.0548,NA,NA,NA,NA
NA,Mickey Maos,Halloween,Rock,931.mp3,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1.8409,6.3,2.3118,NA,NA,NA,NA
NA,Crowning Of A Heart (Live @ KEXP),…And You Will Know Us By The Trail Of Dead,Rock,932.mp3,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.8529,4.5,1.4337,NA,NA,NA,NA
NA,Thrashing In The Unknown,Milk Music,Rock,938.mp3,938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.3984,7.3,0.82327,NA,NA,NA,NA
NA,You should go on,Richard There,Rock,939.mp3,939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.1595,6.2,1.4757,NA,NA,NA,NA
NA,Get My Fix (Morphamish Mix),Morphamish+ Tekkerz,Rock,941.mp3,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.792,7.2,1.0328,NA,NA,NA,NA
NA,Leelo (Part 1),The Ghost Of 29 Megacycles,Rock,945.mp3,945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1.5492,2.3,1.4181,NA,NA,NA,NA
NA,Monday at 12,Glass Boy,Rock,952.mp3,952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.4181,4.2,2.2509,NA,NA,NA,NA
NA,Bruce Lee (acoustic Jam),Doron Deutsch,Rock,954.mp3,954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.0801,5.1,1.6633,NA,NA,NA,NA
NA,Blind Eyes,Everlone,Rock,955.mp3,955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,0.84327,3.8,1.4757,NA,NA,NA,NA
NA,Indian Summer,end's not near,Rock,956.mp3,956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0.96609,4.5,1.0801,NA,NA,NA,NA
NA,boss A,un automne à Lob-Nor,Rock,957.mp3,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.6364,2.8,1.1353,NA,NA,NA,NA
NA,(Untitled 1),Trailblazer,Rock,958.mp3,958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.912,5.5,1.9579,NA,NA,NA,NA
NA,Union Square,James Beaudreau,Rock,961.mp3,961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.2693,5.6,0.84327,NA,NA,NA,NA
NA,Rotting Heights,Ice Age,Rock,962.mp3,962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.5776,7.4,0.96609,NA,NA,NA,NA
NA,Driftin' Around,J.Walker & The Crossguards,Rock,964.mp3,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.5635,7.6,0.96609,NA,NA,NA,NA
NA,I Had A Dream,Daniel Johnston,Rock,967.mp3,967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,2.2706,2.8,2.201,NA,NA,NA,NA
NA,Bar Trombone,Abe Sada-Black,Rock,968.mp3,968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.8135,3.8,2.2509,NA,NA,NA,NA
NA,The Pharaos' Theme,Pharaos,Rock,970.mp3,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1.6465,6.6,1.6465,NA,NA,NA,NA
NA,Swagg's & Elliot,Mount Carmel,Rock,973.mp3,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2.2211,6.5,1.9003,NA,NA,NA,NA
NA,Merry Christmas,Glass Boy,Rock,976.mp3,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.2867,6.2,1.1353,NA,NA,NA,NA
NA,Bottums Up,Morphamish,Rock,981.mp3,981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1.5776,6.7,1.8886,NA,NA,NA,NA
NA,Tripped & Fell In Love (instrumental),YACHT,Rock,983.mp3,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,1.3375,4.8,2.3476,NA,NA,NA,NA
NA,Zebra (Live @ KEXP),Beach House,Rock,985.mp3,985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.2867,3.9,1.912,NA,NA,NA,NA
NA,Girl,Suicide,Rock,986.mp3,986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.0683,5.8,1.0328,NA,NA,NA,NA
NA,Hit and Run,Jack Ruby,Rock,987.mp3,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.6465,6.3,1.7029,NA,NA,NA,NA
NA,The Pull,Bluebrain,Rock,988.mp3,988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.5951,5.4,1.2649,NA,NA,NA,NA
NA,piste quatre,Vespre,Rock,989.mp3,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.6465,6.3,2.1108,NA,NA,NA,NA
NA,El Tranvía,Jenifer Avila,Rock,990.mp3,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.5951,6,1.6997,NA,NA,NA,NA
NA,Stance Gives You Power,Hogan Grip,Rock,993.mp3,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.2293,4.4,1.2649,NA,NA,NA,NA
NA,Engine #3 (Morphamish Remix),Morphamish remixes Full Blush,Rock,994.mp3,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.6364,6.6,1.8379,NA,NA,NA,NA
NA,Honte De Toi,Benjamin Bret,Rock,995.mp3,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0.96609,4.7,1.3375,NA,NA,NA,NA
NA,Fireworks,Jahzzar,Rock,996.mp3,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.767,6,1.6997,NA,NA,NA,NA
NA,Monster On Campus,Halloween,Rock,997.mp3,997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.767,6.4,2.2211,NA,NA,NA,NA
NA,So Easy,Jahzzar,Rock,999.mp3,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.6633,4.1,2.4244,NA,NA,NA,NA
NA,Single,Republic Of Lights-Got You Surrounded,Rock,1000.mp3,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8889,2.0883,7.2222,1.0929,NA,NA,NA,NA
Beat the Devil's Tattoo,NA,NA,NA,NA,NA,0.521,0.921,4,E,-2.744,1,major,0.0382,0.42,0.0207,0.175,0.707,NA,NA,NA,NA,96.51,2iPTESocncak2Q45oXzKOG,https://p.scdn.co/mp3-preview/617e3958219b8c6058f2358c23833ac990210f88?cid=71df4006c91441bc8755ad3b5b9bd0d2,spotify:track:2iPTESocncak2Q45oXzKOG
